year,month,period,district_cn,district_en,headcount,hour,zone
2026,6,18:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,15269,18,Macau Peninsula
2026,6,18:00,路氹填海區,COTAI Reclamation Area,70193,18,Taipa & Cotai
2026,6,18:00,黑沙環及祐漢區,Areia Preta & Iao Hon,4902,18,Macau Peninsula
2026,6,18:00,下環區,Barra/Manduco,2252,18,Macau Peninsula
2026,6,18:00,荷蘭園區,Conselheiro Ferreira de Almeida,1152,18,Macau Peninsula
2026,6,18:00,林茂塘區,Doca do Lamau,772,18,Macau Peninsula
2026,6,18:00,沙梨頭及大三巴區,Patane & São Paulo,3944,18,Macau Peninsula
2026,6,18:00,新口岸區,Zona de Aterros do Porto Exterior,9780,18,Macau Peninsula
2026,6,18:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,744,18,Macau Peninsula
2026,6,18:00,筷子基區,Fai Chi Kei,659,18,Macau Peninsula
2026,6,18:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,5861,18,Taipa & Cotai
2026,6,18:00,路環區,Coloane,2457,18,Coloane
2026,6,18:00,北安及大潭山區,Pac On & Taipa Grande,6198,18,Taipa & Cotai
2026,6,18:00,青洲區,Ilha Verde,517,18,Macau Peninsula
2026,6,18:00,南西灣及主教山區,Praia Grande & Penha,1009,18,Macau Peninsula
2026,6,18:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,804,18,Taipa & Cotai
2026,6,18:00,東望洋區(松山區),Ferreira do Amaral (Guia),413,18,Macau Peninsula
2026,6,18:00,大學及北安灣區,Universidade & Baía de Pac On,305,18,Taipa & Cotai
2026,6,19:00,新橋區,Barca,1530,19,Macau Peninsula
2026,6,19:00,中區,Baixa de Macau,10748,19,Macau Peninsula
2026,6,19:00,氹仔中心區,Baixa da Taipa,3810,19,Taipa & Cotai
2026,6,19:00,台山區,Tamagnini Barbosa,2744,19,Macau Peninsula
2026,6,19:00,黑沙環新填海區,Novos Aterros da Areia Preta,1972,19,Macau Peninsula
2026,6,19:00,望廈及水塘區,Móng Há & Reservatório,1383,19,Macau Peninsula
2026,6,19:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,14257,19,Macau Peninsula
2026,6,19:00,路氹填海區,COTAI Reclamation Area,68750,19,Taipa & Cotai
2026,6,19:00,黑沙環及祐漢區,Areia Preta & Iao Hon,4919,19,Macau Peninsula
2026,6,19:00,下環區,Barra/Manduco,2363,19,Macau Peninsula
2026,6,19:00,荷蘭園區,Conselheiro Ferreira de Almeida,1079,19,Macau Peninsula
2026,6,19:00,林茂塘區,Doca do Lamau,765,19,Macau Peninsula
2026,6,19:00,沙梨頭及大三巴區,Patane & São Paulo,3415,19,Macau Peninsula
2026,6,19:00,新口岸區,Zona de Aterros do Porto Exterior,9780,19,Macau Peninsula
2026,6,19:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,736,19,Macau Peninsula
2026,6,19:00,筷子基區,Fai Chi Kei,715,19,Macau Peninsula
2026,6,19:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,6199,19,Taipa & Cotai
2026,6,19:00,路環區,Coloane,2263,19,Coloane
2026,6,19:00,北安及大潭山區,Pac On & Taipa Grande,5618,19,Taipa & Cotai
2026,6,19:00,青洲區,Ilha Verde,537,19,Macau Peninsula
2026,6,19:00,南西灣及主教山區,Praia Grande & Penha,961,19,Macau Peninsula
2026,6,19:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,827,19,Taipa & Cotai
2026,6,19:00,東望洋區(松山區),Ferreira do Amaral (Guia),352,19,Macau Peninsula
2026,6,19:00,大學及北安灣區,Universidade & Baía de Pac On,287,19,Taipa & Cotai
2026,6,20:00,新橋區,Barca,1437,20,Macau Peninsula
2026,6,20:00,中區,Baixa de Macau,9460,20,Macau Peninsula
2026,6,20:00,氹仔中心區,Baixa da Taipa,4243,20,Taipa & Cotai
2026,6,20:00,台山區,Tamagnini Barbosa,2585,20,Macau Peninsula
2026,6,20:00,黑沙環新填海區,Novos Aterros da Areia Preta,2056,20,Macau Peninsula
2026,6,20:00,望廈及水塘區,Móng Há & Reservatório,1297,20,Macau Peninsula
2026,6,20:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,13475,20,Macau Peninsula
2026,6,20:00,路氹填海區,COTAI Reclamation Area,64911,20,Taipa & Cotai
2026,6,20:00,黑沙環及祐漢區,Areia Preta & Iao Hon,4602,20,Macau Peninsula
2026,6,20:00,下環區,Barra/Manduco,2606,20,Macau Peninsula
2026,6,20:00,荷蘭園區,Conselheiro Ferreira de Almeida,1006,20,Macau Peninsula
2026,6,20:00,林茂塘區,Doca do Lamau,759,20,Macau Peninsula
2026,6,20:00,沙梨頭及大三巴區,Patane & São Paulo,3000,20,Macau Peninsula
2026,6,20:00,新口岸區,Zona de Aterros do Porto Exterior,10004,20,Macau Peninsula
2026,6,20:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,720,20,Macau Peninsula
2026,6,20:00,筷子基區,Fai Chi Kei,711,20,Macau Peninsula
2026,6,20:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,6781,20,Taipa & Cotai
2026,6,20:00,路環區,Coloane,2094,20,Coloane
2026,6,20:00,北安及大潭山區,Pac On & Taipa Grande,5321,20,Taipa & Cotai
2026,6,20:00,青洲區,Ilha Verde,473,20,Macau Peninsula
2026,6,20:00,南西灣及主教山區,Praia Grande & Penha,889,20,Macau Peninsula
2026,6,20:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,814,20,Taipa & Cotai
2026,6,20:00,東望洋區(松山區),Ferreira do Amaral (Guia),310,20,Macau Peninsula
2026,6,20:00,大學及北安灣區,Universidade & Baía de Pac On,286,20,Taipa & Cotai
2026,6,21:00,新橋區,Barca,1383,21,Macau Peninsula
2026,6,21:00,中區,Baixa de Macau,8468,21,Macau Peninsula
2026,6,21:00,氹仔中心區,Baixa da Taipa,4387,21,Taipa & Cotai
2026,6,21:00,台山區,Tamagnini Barbosa,2375,21,Macau Peninsula
2026,6,21:00,黑沙環新填海區,Novos Aterros da Areia Preta,2085,21,Macau Peninsula
2026,6,21:00,望廈及水塘區,Móng Há & Reservatório,1230,21,Macau Peninsula
2026,6,21:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,12984,21,Macau Peninsula
2026,6,21:00,路氹填海區,COTAI Reclamation Area,61898,21,Taipa & Cotai
2026,6,21:00,黑沙環及祐漢區,Areia Preta & Iao Hon,4421,21,Macau Peninsula
2026,6,21:00,下環區,Barra/Manduco,2645,21,Macau Peninsula
2026,6,21:00,荷蘭園區,Conselheiro Ferreira de Almeida,896,21,Macau Peninsula
2026,6,21:00,林茂塘區,Doca do Lamau,745,21,Macau Peninsula
2026,6,21:00,沙梨頭及大三巴區,Patane & São Paulo,2590,21,Macau Peninsula
2026,6,21:00,新口岸區,Zona de Aterros do Porto Exterior,9780,21,Macau Peninsula
2026,6,21:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,704,21,Macau Peninsula
2026,6,21:00,筷子基區,Fai Chi Kei,709,21,Macau Peninsula
2026,6,21:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,6289,21,Taipa & Cotai
2026,6,21:00,路環區,Coloane,1962,21,Coloane
2026,6,21:00,北安及大潭山區,Pac On & Taipa Grande,4446,21,Taipa & Cotai
2026,6,21:00,青洲區,Ilha Verde,464,21,Macau Peninsula
2026,6,21:00,南西灣及主教山區,Praia Grande & Penha,777,21,Macau Peninsula
2026,6,21:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,748,21,Taipa & Cotai
2026,6,21:00,東望洋區(松山區),Ferreira do Amaral (Guia),281,21,Macau Peninsula
2026,6,21:00,大學及北安灣區,Universidade & Baía de Pac On,282,21,Taipa & Cotai
2026,6,22:00,新橋區,Barca,1315,22,Macau Peninsula
2026,6,22:00,中區,Baixa de Macau,7634,22,Macau Peninsula
2026,6,22:00,氹仔中心區,Baixa da Taipa,4113,22,Taipa & Cotai
2026,6,22:00,台山區,Tamagnini Barbosa,2190,22,Macau Peninsula
2026,6,22:00,黑沙環新填海區,Novos Aterros da Areia Preta,1965,22,Macau Peninsula
2026,6,22:00,望廈及水塘區,Móng Há & Reservatório,1142,22,Macau Peninsula
2026,6,22:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,12585,22,Macau Peninsula
2026,6,22:00,路氹填海區,COTAI Reclamation Area,60276,22,Taipa & Cotai
2026,6,22:00,黑沙環及祐漢區,Areia Preta & Iao Hon,3848,22,Macau Peninsula
2026,6,22:00,下環區,Barra/Manduco,2398,22,Macau Peninsula
2026,6,22:00,荷蘭園區,Conselheiro Ferreira de Almeida,845,22,Macau Peninsula
2026,6,22:00,林茂塘區,Doca do Lamau,698,22,Macau Peninsula
2026,6,22:00,沙梨頭及大三巴區,Patane & São Paulo,2343,22,Macau Peninsula
2026,6,22:00,新口岸區,Zona de Aterros do Porto Exterior,9510,22,Macau Peninsula
2026,6,22:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,666,22,Macau Peninsula
2026,6,22:00,筷子基區,Fai Chi Kei,668,22,Macau Peninsula
2026,6,22:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,5014,22,Taipa & Cotai
2026,6,22:00,路環區,Coloane,1783,22,Coloane
2026,6,22:00,北安及大潭山區,Pac On & Taipa Grande,3643,22,Taipa & Cotai
2026,6,22:00,青洲區,Ilha Verde,445,22,Macau Peninsula
2026,6,22:00,南西灣及主教山區,Praia Grande & Penha,805,22,Macau Peninsula
2026,6,22:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,692,22,Taipa & Cotai
2026,6,22:00,東望洋區(松山區),Ferreira do Amaral (Guia),279,22,Macau Peninsula
2026,6,22:00,大學及北安灣區,Universidade & Baía de Pac On,259,22,Taipa & Cotai
2026,6,23:00,新橋區,Barca,1287,23,Macau Peninsula
2026,6,23:00,中區,Baixa de Macau,6762,23,Macau Peninsula
2026,6,23:00,氹仔中心區,Baixa da Taipa,3995,23,Taipa & Cotai
2026,6,23:00,台山區,Tamagnini Barbosa,1828,23,Macau Peninsula
2026,6,23:00,黑沙環新填海區,Novos Aterros da Areia Preta,1825,23,Macau Peninsula
2026,6,23:00,望廈及水塘區,Móng Há & Reservatório,1047,23,Macau Peninsula
2026,6,23:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,12000,23,Macau Peninsula
2026,6,23:00,路氹填海區,COTAI Reclamation Area,57862,23,Taipa & Cotai
2026,6,23:00,黑沙環及祐漢區,Areia Preta & Iao Hon,3029,23,Macau Peninsula
2026,6,23:00,下環區,Barra/Manduco,2214,23,Macau Peninsula
2026,6,23:00,荷蘭園區,Conselheiro Ferreira de Almeida,807,23,Macau Peninsula
2026,6,23:00,林茂塘區,Doca do Lamau,655,23,Macau Peninsula
2026,6,23:00,沙梨頭及大三巴區,Patane & São Paulo,2286,23,Macau Peninsula
2026,6,23:00,新口岸區,Zona de Aterros do Porto Exterior,9573,23,Macau Peninsula
2026,6,23:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,622,23,Macau Peninsula
2026,6,23:00,筷子基區,Fai Chi Kei,629,23,Macau Peninsula
2026,6,23:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,3980,23,Taipa & Cotai
2026,6,23:00,路環區,Coloane,1719,23,Coloane
2026,6,23:00,北安及大潭山區,Pac On & Taipa Grande,2686,23,Taipa & Cotai
2026,6,23:00,青洲區,Ilha Verde,423,23,Macau Peninsula
2026,6,23:00,南西灣及主教山區,Praia Grande & Penha,910,23,Macau Peninsula
2026,6,23:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,656,23,Taipa & Cotai
2026,6,23:00,東望洋區(松山區),Ferreira do Amaral (Guia),307,23,Macau Peninsula
2026,6,23:00,大學及北安灣區,Universidade & Baía de Pac On,250,23,Taipa & Cotai
2026,5,00:00,新橋區,Barca,1502,0,Macau Peninsula
2026,5,00:00,中區,Baixa de Macau,7007,0,Macau Peninsula
2026,5,00:00,氹仔中心區,Baixa da Taipa,4397,0,Taipa & Cotai
2026,5,00:00,台山區,Tamagnini Barbosa,1796,0,Macau Peninsula
2026,5,00:00,黑沙環新填海區,Novos Aterros da Areia Preta,1755,0,Macau Peninsula
2026,5,00:00,望廈及水塘區,Móng Há & Reservatório,1020,0,Macau Peninsula
2026,5,00:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,12806,0,Macau Peninsula
2026,5,00:00,路氹填海區,COTAI Reclamation Area,59778,0,Taipa & Cotai
2026,5,00:00,黑沙環及祐漢區,Areia Preta & Iao Hon,2743,0,Macau Peninsula
2026,5,00:00,下環區,Barra/Manduco,2566,0,Macau Peninsula
2026,5,00:00,荷蘭園區,Conselheiro Ferreira de Almeida,853,0,Macau Peninsula
2026,5,00:00,林茂塘區,Doca do Lamau,677,0,Macau Peninsula
2026,5,00:00,沙梨頭及大三巴區,Patane & São Paulo,2565,0,Macau Peninsula
2026,5,00:00,新口岸區,Zona de Aterros do Porto Exterior,11162,0,Macau Peninsula
2026,5,00:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,689,0,Macau Peninsula
2026,5,00:00,筷子基區,Fai Chi Kei,672,0,Macau Peninsula
2026,5,00:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,4101,0,Taipa & Cotai
2026,5,00:00,路環區,Coloane,1881,0,Coloane
2026,5,00:00,北安及大潭山區,Pac On & Taipa Grande,3044,0,Taipa & Cotai
2026,5,00:00,青洲區,Ilha Verde,460,0,Macau Peninsula
2026,5,00:00,南西灣及主教山區,Praia Grande & Penha,1050,0,Macau Peninsula
2026,5,00:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,604,0,Taipa & Cotai
2026,5,00:00,東望洋區(松山區),Ferreira do Amaral (Guia),319,0,Macau Peninsula
2026,5,00:00,大學及北安灣區,Universidade & Baía de Pac On,274,0,Taipa & Cotai
2026,5,01:00,新橋區,Barca,1321,1,Macau Peninsula
2026,5,01:00,中區,Baixa de Macau,6349,1,Macau Peninsula
2026,5,01:00,氹仔中心區,Baixa da Taipa,4121,1,Taipa & Cotai
2026,5,01:00,台山區,Tamagnini Barbosa,1482,1,Macau Peninsula
2026,5,01:00,黑沙環新填海區,Novos Aterros da Areia Preta,1420,1,Macau Peninsula
2026,5,01:00,望廈及水塘區,Móng Há & Reservatório,834,1,Macau Peninsula
2026,5,01:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,11716,1,Macau Peninsula
2026,5,01:00,路氹填海區,COTAI Reclamation Area,55992,1,Taipa & Cotai
2026,5,01:00,黑沙環及祐漢區,Areia Preta & Iao Hon,1756,1,Macau Peninsula
2026,5,01:00,下環區,Barra/Manduco,2414,1,Macau Peninsula
2026,5,01:00,荷蘭園區,Conselheiro Ferreira de Almeida,753,1,Macau Peninsula
2026,5,01:00,林茂塘區,Doca do Lamau,523,1,Macau Peninsula
2026,5,01:00,沙梨頭及大三巴區,Patane & São Paulo,2472,1,Macau Peninsula
2026,5,01:00,新口岸區,Zona de Aterros do Porto Exterior,11267,1,Macau Peninsula
2026,5,01:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,596,1,Macau Peninsula
2026,5,01:00,筷子基區,Fai Chi Kei,558,1,Macau Peninsula
2026,5,01:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,3688,1,Taipa & Cotai
2026,5,01:00,路環區,Coloane,1561,1,Coloane
2026,5,01:00,北安及大潭山區,Pac On & Taipa Grande,2572,1,Taipa & Cotai
2026,5,01:00,青洲區,Ilha Verde,358,1,Macau Peninsula
2026,5,01:00,南西灣及主教山區,Praia Grande & Penha,1025,1,Macau Peninsula
2026,5,01:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,480,1,Taipa & Cotai
2026,5,01:00,東望洋區(松山區),Ferreira do Amaral (Guia),299,1,Macau Peninsula
2026,5,01:00,大學及北安灣區,Universidade & Baía de Pac On,240,1,Taipa & Cotai
2026,5,02:00,新橋區,Barca,1334,2,Macau Peninsula
2026,5,02:00,中區,Baixa de Macau,6084,2,Macau Peninsula
2026,5,02:00,氹仔中心區,Baixa da Taipa,4174,2,Taipa & Cotai
2026,5,02:00,台山區,Tamagnini Barbosa,1464,2,Macau Peninsula
2026,5,02:00,黑沙環新填海區,Novos Aterros da Areia Preta,1392,2,Macau Peninsula
2026,5,02:00,望廈及水塘區,Móng Há & Reservatório,817,2,Macau Peninsula
2026,5,02:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,11214,2,Macau Peninsula
2026,5,02:00,路氹填海區,COTAI Reclamation Area,55473,2,Taipa & Cotai
2026,5,02:00,黑沙環及祐漢區,Areia Preta & Iao Hon,1559,2,Macau Peninsula
2026,5,02:00,下環區,Barra/Manduco,2454,2,Macau Peninsula
2026,5,02:00,荷蘭園區,Conselheiro Ferreira de Almeida,772,2,Macau Peninsula
2026,5,02:00,林茂塘區,Doca do Lamau,527,2,Macau Peninsula
2026,5,02:00,沙梨頭及大三巴區,Patane & São Paulo,2561,2,Macau Peninsula
2026,5,02:00,新口岸區,Zona de Aterros do Porto Exterior,11814,2,Macau Peninsula
2026,5,02:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,617,2,Macau Peninsula
2026,5,02:00,筷子基區,Fai Chi Kei,566,2,Macau Peninsula
2026,5,02:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,3645,2,Taipa & Cotai
2026,5,02:00,路環區,Coloane,1523,2,Coloane
2026,5,02:00,北安及大潭山區,Pac On & Taipa Grande,2559,2,Taipa & Cotai
2026,5,02:00,青洲區,Ilha Verde,350,2,Macau Peninsula
2026,5,02:00,南西灣及主教山區,Praia Grande & Penha,1095,2,Macau Peninsula
2026,5,02:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,434,2,Taipa & Cotai
2026,5,02:00,東望洋區(松山區),Ferreira do Amaral (Guia),312,2,Macau Peninsula
2026,5,02:00,大學及北安灣區,Universidade & Baía de Pac On,249,2,Taipa & Cotai
2026,5,03:00,新橋區,Barca,1332,3,Macau Peninsula
2026,5,03:00,中區,Baixa de Macau,5841,3,Macau Peninsula
2026,5,03:00,氹仔中心區,Baixa da Taipa,4168,3,Taipa & Cotai
2026,5,03:00,台山區,Tamagnini Barbosa,1477,3,Macau Peninsula
2026,5,03:00,黑沙環新填海區,Novos Aterros da Areia Preta,1390,3,Macau Peninsula
2026,5,03:00,望廈及水塘區,Móng Há & Reservatório,801,3,Macau Peninsula
2026,5,03:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,10714,3,Macau Peninsula
2026,5,03:00,路氹填海區,COTAI Reclamation Area,55237,3,Taipa & Cotai
2026,5,03:00,黑沙環及祐漢區,Areia Preta & Iao Hon,1551,3,Macau Peninsula
2026,5,03:00,下環區,Barra/Manduco,2472,3,Macau Peninsula
2026,5,03:00,荷蘭園區,Conselheiro Ferreira de Almeida,791,3,Macau Peninsula
2026,5,03:00,林茂塘區,Doca do Lamau,530,3,Macau Peninsula
2026,5,03:00,沙梨頭及大三巴區,Patane & São Paulo,2612,3,Macau Peninsula
2026,5,03:00,新口岸區,Zona de Aterros do Porto Exterior,12253,3,Macau Peninsula
2026,5,03:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,625,3,Macau Peninsula
2026,5,03:00,筷子基區,Fai Chi Kei,560,3,Macau Peninsula
2026,5,03:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,3591,3,Taipa & Cotai
2026,5,03:00,路環區,Coloane,1537,3,Coloane
2026,5,03:00,北安及大潭山區,Pac On & Taipa Grande,2517,3,Taipa & Cotai
2026,5,03:00,青洲區,Ilha Verde,348,3,Macau Peninsula
2026,5,03:00,南西灣及主教山區,Praia Grande & Penha,1138,3,Macau Peninsula
2026,5,03:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,406,3,Taipa & Cotai
2026,5,03:00,東望洋區(松山區),Ferreira do Amaral (Guia),313,3,Macau Peninsula
2026,5,03:00,大學及北安灣區,Universidade & Baía de Pac On,255,3,Taipa & Cotai
2026,5,04:00,新橋區,Barca,1336,4,Macau Peninsula
2026,5,04:00,中區,Baixa de Macau,5591,4,Macau Peninsula
2026,5,04:00,氹仔中心區,Baixa da Taipa,4130,4,Taipa & Cotai
2026,5,04:00,台山區,Tamagnini Barbosa,1451,4,Macau Peninsula
2026,5,04:00,黑沙環新填海區,Novos Aterros da Areia Preta,1356,4,Macau Peninsula
2026,5,04:00,望廈及水塘區,Móng Há & Reservatório,781,4,Macau Peninsula
2026,5,04:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,10197,4,Macau Peninsula
2026,5,04:00,路氹填海區,COTAI Reclamation Area,54738,4,Taipa & Cotai
2026,5,04:00,黑沙環及祐漢區,Areia Preta & Iao Hon,1568,4,Macau Peninsula
2026,5,04:00,下環區,Barra/Manduco,2465,4,Macau Peninsula
2026,5,04:00,荷蘭園區,Conselheiro Ferreira de Almeida,784,4,Macau Peninsula
2026,5,04:00,林茂塘區,Doca do Lamau,534,4,Macau Peninsula
2026,5,04:00,沙梨頭及大三巴區,Patane & São Paulo,2621,4,Macau Peninsula
2026,5,04:00,新口岸區,Zona de Aterros do Porto Exterior,12499,4,Macau Peninsula
2026,5,04:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,635,4,Macau Peninsula
2026,5,04:00,筷子基區,Fai Chi Kei,551,4,Macau Peninsula
2026,5,04:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,3517,4,Taipa & Cotai
2026,5,04:00,路環區,Coloane,1529,4,Coloane
2026,5,04:00,北安及大潭山區,Pac On & Taipa Grande,2423,4,Taipa & Cotai
2026,5,04:00,青洲區,Ilha Verde,341,4,Macau Peninsula
2026,5,04:00,南西灣及主教山區,Praia Grande & Penha,1160,4,Macau Peninsula
2026,5,04:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,386,4,Taipa & Cotai
2026,5,04:00,東望洋區(松山區),Ferreira do Amaral (Guia),318,4,Macau Peninsula
2026,5,04:00,大學及北安灣區,Universidade & Baía de Pac On,260,4,Taipa & Cotai
2026,5,05:00,新橋區,Barca,1349,5,Macau Peninsula
2026,5,05:00,中區,Baixa de Macau,5399,5,Macau Peninsula
2026,5,05:00,氹仔中心區,Baixa da Taipa,4149,5,Taipa & Cotai
2026,5,05:00,台山區,Tamagnini Barbosa,1435,5,Macau Peninsula
2026,5,05:00,黑沙環新填海區,Novos Aterros da Areia Preta,1338,5,Macau Peninsula
2026,5,05:00,望廈及水塘區,Móng Há & Reservatório,790,5,Macau Peninsula
2026,5,05:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,9797,5,Macau Peninsula
2026,5,05:00,路氹填海區,COTAI Reclamation Area,54292,5,Taipa & Cotai
2026,5,05:00,黑沙環及祐漢區,Areia Preta & Iao Hon,1593,5,Macau Peninsula
2026,5,05:00,下環區,Barra/Manduco,2470,5,Macau Peninsula
2026,5,05:00,荷蘭園區,Conselheiro Ferreira de Almeida,787,5,Macau Peninsula
2026,5,05:00,林茂塘區,Doca do Lamau,534,5,Macau Peninsula
2026,5,05:00,沙梨頭及大三巴區,Patane & São Paulo,2645,5,Macau Peninsula
2026,5,05:00,新口岸區,Zona de Aterros do Porto Exterior,12625,5,Macau Peninsula
2026,5,05:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,652,5,Macau Peninsula
2026,5,05:00,筷子基區,Fai Chi Kei,549,5,Macau Peninsula
2026,5,05:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,3462,5,Taipa & Cotai
2026,5,05:00,路環區,Coloane,1530,5,Coloane
2026,5,05:00,北安及大潭山區,Pac On & Taipa Grande,2358,5,Taipa & Cotai
2026,5,05:00,青洲區,Ilha Verde,339,5,Macau Peninsula
2026,5,05:00,南西灣及主教山區,Praia Grande & Penha,1171,5,Macau Peninsula
2026,5,05:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,375,5,Taipa & Cotai
2026,5,05:00,東望洋區(松山區),Ferreira do Amaral (Guia),322,5,Macau Peninsula
2026,5,05:00,大學及北安灣區,Universidade & Baía de Pac On,266,5,Taipa & Cotai
2026,5,06:00,新橋區,Barca,1359,6,Macau Peninsula
2026,5,06:00,中區,Baixa de Macau,5250,6,Macau Peninsula
2026,5,06:00,氹仔中心區,Baixa da Taipa,4176,6,Taipa & Cotai
2026,5,06:00,台山區,Tamagnini Barbosa,1472,6,Macau Peninsula
2026,5,06:00,黑沙環新填海區,Novos Aterros da Areia Preta,1327,6,Macau Peninsula
2026,5,06:00,望廈及水塘區,Móng Há & Reservatório,798,6,Macau Peninsula
2026,5,06:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,9487,6,Macau Peninsula
2026,5,06:00,路氹填海區,COTAI Reclamation Area,53940,6,Taipa & Cotai
2026,5,06:00,黑沙環及祐漢區,Areia Preta & Iao Hon,1637,6,Macau Peninsula
2026,5,06:00,下環區,Barra/Manduco,2483,6,Macau Peninsula
2026,5,06:00,荷蘭園區,Conselheiro Ferreira de Almeida,796,6,Macau Peninsula
2026,5,06:00,林茂塘區,Doca do Lamau,545,6,Macau Peninsula
2026,5,06:00,沙梨頭及大三巴區,Patane & São Paulo,2681,6,Macau Peninsula
2026,5,06:00,新口岸區,Zona de Aterros do Porto Exterior,12713,6,Macau Peninsula
2026,5,06:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,661,6,Macau Peninsula
2026,5,06:00,筷子基區,Fai Chi Kei,547,6,Macau Peninsula
2026,5,06:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,3436,6,Taipa & Cotai
2026,5,06:00,路環區,Coloane,1547,6,Coloane
2026,5,06:00,北安及大潭山區,Pac On & Taipa Grande,2346,6,Taipa & Cotai
2026,5,06:00,青洲區,Ilha Verde,343,6,Macau Peninsula
2026,5,06:00,南西灣及主教山區,Praia Grande & Penha,1180,6,Macau Peninsula
2026,5,06:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,368,6,Taipa & Cotai
2026,5,06:00,東望洋區(松山區),Ferreira do Amaral (Guia),327,6,Macau Peninsula
2026,5,06:00,大學及北安灣區,Universidade & Baía de Pac On,275,6,Taipa & Cotai
2026,5,07:00,新橋區,Barca,1370,7,Macau Peninsula
2026,5,07:00,中區,Baixa de Macau,5239,7,Macau Peninsula
2026,5,07:00,氹仔中心區,Baixa da Taipa,4242,7,Taipa & Cotai
2026,5,07:00,台山區,Tamagnini Barbosa,1667,7,Macau Peninsula
2026,5,07:00,黑沙環新填海區,Novos Aterros da Areia Preta,1375,7,Macau Peninsula
2026,5,07:00,望廈及水塘區,Móng Há & Reservatório,822,7,Macau Peninsula
2026,5,07:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,9370,7,Macau Peninsula
2026,5,07:00,路氹填海區,COTAI Reclamation Area,53707,7,Taipa & Cotai
2026,5,07:00,黑沙環及祐漢區,Areia Preta & Iao Hon,2106,7,Macau Peninsula
2026,5,07:00,下環區,Barra/Manduco,2529,7,Macau Peninsula
2026,5,07:00,荷蘭園區,Conselheiro Ferreira de Almeida,812,7,Macau Peninsula
